week,week_label,week_start,week_end,title,authors,abstract,published,source,journal,volume,issue,relevance_score,matched_keywords,url,pmid,doi
week_2,Week 2 (2025-09-02 to 2025-09-08),2025-09-02 00:00:00,2025-09-08 00:00:00,A steep decline in diastolic blood pressure over early to mid-life is associated with tau-PET burden in dementia-free adults.,"Martin Mulligan, Alexa S Beiser, Adrienne O'Donnell...",BackgroundThe relationship between blood pressure (BP) trajectories across early (∼40 years) into mid-life (∼55 years) and preclinical dementia has not previously been well studied using positron emission tomography (PET) imaging outcomes.ObjectiveTo examine the association between BP trajectories across early mid-life into mid mid-life and amyloid- and tau-PET burden in adults without clinical dementia.MethodsThis prospective cohort study included dementia-free Framingham Heart Study 3,2025-09-03,PubMed,Journal of Alzheimer's disease : JAD,,,5.1,"PET, dementia, amyloid, tau",https://pubmed.ncbi.nlm.nih.gov/40899927/,40899927,10.1177/13872877251372561
week_3,Week 3 (2025-08-26 to 2025-09-01),2025-08-26 00:00:00,2025-09-01 00:00:00,Boston University Alzheimer's Disease Research Center Clinical Core: Infrastructure to facilitate research on post-traumatic Alzheimer's disease and related dementias.,"Michael L Alosco, Madeline Morrison, Rhoda Au...","We describe the rationale, methodology, and design of the Boston University Alzheimer's Disease Research Center (BU ADRC) Clinical Core (CC). The CC characterizes a longitudinal cohort of participants with/without brain trauma to characterize the clinical presentation, biomarker profiles, and risk factors of post-traumatic Alzheimer's disease (AD) and AD-related dementias (ADRD), including chronic traumatic encephalopathy (CTE). Participants complete assessments of traumatic brain injury (TBI) and repetitive head impacts (RHIs); annual Uniform Data Set (UDS) and supplementary evaluations; digital phenotyping; annual blood draw; magnetic resonance imaging (MRI) and lumbar puncture every 3 years; electroencephalogram (EEG); and amyloid and/or tau positron emission tomography (PET) on a subset. As of 3/2025, the CC consists of 467 participants (mean age: 65.6, 50.1% female), including 163 RHI and 302 TBI who completed a UDS 3.0 baseline visit. Common sources of RHI included football (n = 95), soccer (n = 26), ice hockey (n = 17), and military service (n = 46). Most TBIs were mild (97.7%). Eighty-nine percent agreed to brain donation. The BU ADRC CC will facilitate research, education, and training on post-traumatic AD/ADRD. HIGHLIGHTS: The Boston University Alzheimer's Disease Research Center (ADRC) Clinical Core facilitates unique research, education, and training on Alzheimer's disease and Alzheimer's disease-related dementias (AD/ADRD) with a focus on post-traumatic AD/ADRD, including chronic traumatic encephalopathy (CTE). We summarize the rationale, mission, study design, and recent updates for the Clinical Core. As of March 2025, the Clinical Core includes a longitudinal cohort of 467 participants enriched for repetitive head impacts (∼1/3) and traumatic brain injury (∼1/3) exposure who span the cognitive continuum, with most having available fluid and neuroimaging biomarker data and agreeing to brain donation (89%).",2025-09-01,PubMed,Alzheimer's & dementia : the journal of the Alzheimer's Association,21,9,12.3,"Alzheimer's disease, PET, MRI, amyloid, tau, brain",https://pubmed.ncbi.nlm.nih.gov/40923312/,40923312,10.1002/alz.70654
week_3,Week 3 (2025-08-26 to 2025-09-01),2025-08-26 00:00:00,2025-09-01 00:00:00,Recent advances in neuroimaging of Alzheimer's disease and related dementias.,"Julie Ottoy, Nicole Owsicki, Murat Bilgel...","This review covers recent advances (2023-2024) in neuroimaging research into the pathophysiology, progression, and treatment of Alzheimer's disease (AD) and related dementias (ADRD). Despite the rapid emergence of blood-based biomarkers, neuroimaging continues to be a vital area of research in ADRD. Here, we discuss neuroimaging as a powerful tool to topographically visualize and quantify amyloid, tau, neurodegeneration, inflammation, and vascular disease in the brain. We examine the utility of neuroimaging for (1) tracking the spatiotemporal progression of pathology, (2) serving as the reference standard for validating novel fluid biomarkers, (3) characterizing disease heterogeneity, (4) exploring the role of brain networks in ADRD progression, and (5) evaluating biomarkers for better individualized estimates of treatment benefit. Finally, we discuss advances in radiotracer development and AD risk factors. By reviewing the most promising breakthroughs in the neuroimaging field, we hope to spark new ideas for future discoveries that will deepen our understanding of ADRD. HIGHLIGHTS: The diagnostic and staging criteria for Alzheimer's disease (AD) were updated in 2024. Despite robust harmonization methods for amyloid beta positron emission tomography (PET), parallel efforts for tau PET remain challenging. Larger anti-amyloid drug effects were seen at lower levels of amyloid and tau PET. Phosphorylated tau217 (p-tau217) is currently the most promising plasma biomarker to detect AD pathology. There are new tracer developments for alpha-synuclein, primary tauopathies, and inflammation.",2025-09-01,PubMed,Alzheimer's & dementia : the journal of the Alzheimer's Association,21,9,11.8,"Alzheimer's disease, PET, amyloid, tau, plasma, brain",https://pubmed.ncbi.nlm.nih.gov/40922096/,40922096,10.1002/alz.70648
week_3,Week 3 (2025-08-26 to 2025-09-01),2025-08-26 00:00:00,2025-09-01 00:00:00,"Traumatic brain injury, changes in plasma amyloid, tau, and neurodegenerative biomarkers, and dementia risk.","Alexa E Walter, James R Pike, Josef Coresh...",Long-term trajectories of plasma biomarkers in relation to incident traumatic brain injury (TBI) and whether TBI modifies associations of biomarkers with dementia risk are unknown.,2025-09-01,PubMed,Alzheimer's & dementia : the journal of the Alzheimer's Association,21,9,11.1,"dementia, amyloid, tau, plasma, brain",https://pubmed.ncbi.nlm.nih.gov/40951938/,40951938,10.1002/alz.70611
week_3,Week 3 (2025-08-26 to 2025-09-01),2025-08-26 00:00:00,2025-09-01 00:00:00,"Retinal biomarkers in cognitive impairment and dementia: Structural, functional, and molecular insights.","Yan Min, Hongyu Zhou, Zixiao Li...","Cognitive impairment and dementia, including Alzheimer's disease (AD), pose a global health crisis, necessitating non-invasive biomarkers for early detection. This review highlights the retina, an accessible extension of the central nervous system (CNS), as a window to cerebral pathology through structural, functional, and molecular alterations. By synthesizing interdisciplinary evidence, we identify retinal biomarkers as promising tools for early diagnosis and risk stratification. Nevertheless, translating biomarkers into clinical practice faces significant translational hurdles, including methodological heterogeneity, confounding variables, lack of standardized protocols, and insufficient longitudinal validation in diverse populations. Overcoming these challenges through rigorous standardization and robust validation studies is essential to establish the clinical utility of retinal biomarkers. HIGHLIGHTS: Stage-specific diagnostic potential: Retinal biomarkers (e.g., OCT/OCTA changes, eye movements, molecular deposits) show alterations correlating with cognitive impairment stages (preclinical AD to dementia), assisting stage differentiation. Reflecting cerebral pathology: Multimodal retinal alterations (structural, functional, molecular) correlate with key brain pathologies (amyloid/tau burden, atrophy, small vessel disease), indicating shared pathways. Translation gaps and future: Clinical adoption faces barriers (method heterogeneity, confounders, limited validation). Future requires rigorous screening of candidate retinal biomarkers, extensive multicenter validation, and artificial intelligence (AI)-facilitated clinical translation.",2025-09-01,PubMed,Alzheimer's & dementia : the journal of the Alzheimer's Association,21,9,10.3,"Alzheimer's disease, dementia, amyloid, tau, brain",https://pubmed.ncbi.nlm.nih.gov/40927874/,40927874,10.1002/alz.70672
week_3,Week 3 (2025-08-26 to 2025-09-01),2025-08-26 00:00:00,2025-09-01 00:00:00,Susceptibility MRI Helps Predict Mild Cognitive Impairment Onset and Cognitive Decline in Cognitively Unimpaired Older Adults.,"Lin Chen, Anja Soldan, Andreia Faria...","Background Elevated brain iron is a potential marker for neurodegeneration, but its role in predicting onset of mild cognitive impairment (MCI) and prospective cognitive trajectories remains unclear. Purpose To investigate how brain iron and amyloid-β (Aβ) levels, measured using quantitative susceptibility mapping (QSM) MRI and PET, help predict MCI onset and cognitive decline. Materials and Methods In this prospective study conducted between January 2015 and November 2022, cognitively unimpaired older adults underwent baseline QSM MRI. Among the majority with baseline PET data (PET subgroup), cortical Aβ burden was measured. Cox regression and linear mixed-effects models were used to examine associations between baseline tissue susceptibility and time to MCI onset and changes in cognitive scores over time. Results A total of 158 cognitively unimpaired older adults (mean age, 69.5 years ± 8.1 [SD]; 99 women), including 110 individuals (mean age, 68.5 years ± 8.5; 69 women) with data from a PET examination, were evaluated at baseline and followed for up to 7.7 years. Higher baseline susceptibility in the entorhinal cortex and putamen was associated with an increased risk for MCI onset in the overall group and in the PET subgroup (entorhinal cortex, overall group vs PET subgroup: hazard ratio, 2.00 [95% CI: 1.23, 3.23;",2025-09-01,PubMed,Radiology,316,3,8.9,"PET, MRI, amyloid, brain",https://pubmed.ncbi.nlm.nih.gov/40923890/,40923890,10.1148/radiol.250513
week_3,Week 3 (2025-08-26 to 2025-09-01),2025-08-26 00:00:00,2025-09-01 00:00:00,Association of plasma Alzheimer's disease biomarkers with cognitive decline in cognitively unimpaired individuals.,"Petrice M Cogswell, Heather J Wiste, Terry M Therneau...",Plasma biomarkers' utility for predicting incident mild cognitive impairment (MCI) remains unclear. We evaluated associations of plasma Alzheimer's disease (AD) biomarkers and amyloid positron emission tomography (PET) with transitions from cognitively unimpaired (CU) to MCI in the Mayo Clinic Study of Aging (MCSA) and BioFINDER-2 studies.,2025-09-01,PubMed,Alzheimer's & dementia : the journal of the Alzheimer's Association,21,9,8.600000000000001,"Alzheimer's disease, PET, amyloid, plasma",https://pubmed.ncbi.nlm.nih.gov/40883967/,40883967,10.1002/alz.70625
week_3,Week 3 (2025-08-26 to 2025-09-01),2025-08-26 00:00:00,2025-09-01 00:00:00,Advances in PET imaging of protein aggregates associated with neurodegenerative disease.,"Makoto Higuchi, Kenji Tagai, Keisuke Takahata...","Neurodegenerative diseases such as Alzheimer disease (AD), Parkinson disease, frontotemporal lobar degeneration and multiple system atrophy (MSA) are characterized pathologically by deposition of specific proteins in the brain. Five major neurodegenerative disease-associated proteins - amyloid-β (Aβ), tau, α-synuclein, TAR DNA-binding protein 43 (TDP43) and fused in sarcoma (FUS) - are commonly encountered, and the disease specificity and neurotoxicity of the fibrillar protein assemblies are determined by factors such as the protein type, fibril structure, degree of multimerization and post-translational modifications. This article reviews the latest advances in PET technologies aimed at visualizing neurodegenerative proteinopathies, and highlights the importance of these technologies for emerging diagnostic and therapeutic approaches. PET allows Aβ deposition to be visualized throughout the natural history of AD and following anti-Aβ immunotherapies. However, whether this technology can visualize specific Aβ assembly subspecies primarily targeted by the treatment remains inconclusive. Various PET radiotracers can capture AD-type tau deposits, although only a few are known to react with non-AD tau pathologies, and cryo-electron microscopy has revealed the mode of binding of these compounds to different tau protofibrils. High-contrast PET imaging of α-synuclein lesions in MSA is a recent development in the field, and gradual progress is being made towards visualization of other, less abundant α-synuclein pathologies. Imaging of TDP43 and FUS deposits presents particular challenges, which might be overcome by establishing public-private partnerships focused on biomarker development.",2025-09-01,PubMed,Nature reviews. Neurology,21,9,8.4,"PET, amyloid, tau, brain",https://pubmed.ncbi.nlm.nih.gov/40790282/,40790282,10.1038/s41582-025-01126-2
week_3,Week 3 (2025-08-26 to 2025-09-01),2025-08-26 00:00:00,2025-09-01 00:00:00,Visual Cognitive Assessment Test correlates with brain amyloid status in Alzheimer's disease-related mild cognitive impairment.,"Feng-Juan Su, Yu-Cheng Li, Xin-Chong Shi...","BackgroundAssessing amyloid-β (Aβ) deposition in individuals with mild cognitive impairment (MCI) is critical for early Alzheimer's disease (AD) intervention. The Visual Cognitive Assessment Test (VCAT), a language-neutral visual-based tool, effectively identifies MCI, but its correlation with Aβ pathology remains unverified.ObjectiveThis study aimed to evaluate the ability of VCAT to distinguish between amyloid-positive (Aβ+) and amyloid-negative (Aβ-) people with different cognitive status and compare its performance with the Montreal Cognitive Assessment (MoCA).MethodsIn this cross-sectional analysis conducted at the First Affiliated Hospital of Sun Yat-sen University, 139 cognitively normal (CN) individuals and 231 patients with MCI were enrolled. Participants underwent baseline data registration, VCAT, Montreal Cognitive Assessment (MoCA), Mini-Mental State Examination, Clinical Dementia Rating, amyloid PET assessments, and MRI scans. The main outcome measures considered the ability of the VCAT to distinguish between amyloid-positive and amyloid-negative MCI patients, as indicated by the area under the curve (AUC) values",2025-09-01,PubMed,Journal of Alzheimer's disease : JAD,,,7.6,"Alzheimer's disease, PET, MRI, dementia, amyloid, brain",https://pubmed.ncbi.nlm.nih.gov/40888485/,40888485,10.1177/13872877251371718
week_3,Week 3 (2025-08-26 to 2025-09-01),2025-08-26 00:00:00,2025-09-01 00:00:00,A Case of Late-Onset Semantic Dementia With Right-Predominant Temporal Lobe Atrophy due to Primary Tauopathy.,"Yuta Sudo, Masashi Tamura, Kenjiro Nakayama...","Semantic dementia (SD) is a type of dementia characterized by a loss of semantic memory, typically presenting with left-predominant temporal lobe atrophy and a frontotemporal lobar degeneration with TDP-43 (FTLD-TDP) type C pathology. However, atypical variants, such as those with a late-onset or right-predominant atrophy, exhibit considerable pathological diversity. We report an 81-year-old woman with atypical SD who presented with impaired naming, mild word comprehension deficits, and prosopagnosia. Brain MRI revealed right-predominant atrophy in the amygdala, hippocampus, and anterior temporal lobes. Cerebrospinal fluid analysis showed a normal Aβ level, suggesting a non-Alzheimer's disease pathology. Tau PET imaging demonstrated a high signal in the right anterior temporal lobe, consistent with primary tauopathy. The patient's clinical presentation and imaging findings, particularly the atrophy in the amygdala and hippocampus, as well as the preserved communication ability, raised the possibility of argyrophilic grain disease (AGD) as the underlying pathology. This case highlights the importance of molecular imaging in diagnosing atypical SD. It suggests that AGD should be considered a possible underlying pathology for atypical SD cases, particularly those with late onset and right-sided predominance. A longer follow-up and eventual autopsy would be necessary to confirm the pathological diagnosis.",2025-09-01,PubMed,Psychogeriatrics : the official journal of the Japanese Psychogeriatric Society,25,5,7.4,"Alzheimer's disease, PET, MRI, dementia, tau, brain",https://pubmed.ncbi.nlm.nih.gov/40946722/,40946722,10.1111/psyg.70094
week_3,Week 3 (2025-08-26 to 2025-09-01),2025-08-26 00:00:00,2025-09-01 00:00:00,A Safe MRI- and PET-guided Method for Increasing Osmotic Blood-Brain Barrier Permeability.,"Guanda Qiao, Chengyan Chu, David Gulisashvili...","Background Given the current lack of widely adopted strategies for facilitating drug penetration into the brain, developing new techniques to increase blood-brain barrier (BBB) permeability is essential to address the increasing burden of central nervous system disorders. Osmotic blood-brain barrier opening (OBBBO), achieved through intra-arterial delivery of 25% mannitol to the cerebral vasculature, is a pioneering strategy demonstrating both safety and partial efficacy. Purpose To investigate the potential of 25% mannitol with 4% NaCl, a combination that doubles the osmotic power, to safely increase OBBBO efficacy. Materials and Methods To visualize penetration into the brain, OBBBO with intra-arterial, intravenous, or intraperitoneal infusion of molecules was performed in mice (",2025-09-01,PubMed,Radiology,316,3,7.3999999999999995,"PET, MRI, brain",https://pubmed.ncbi.nlm.nih.gov/40891972/,40891972,10.1148/radiol.243396
week_3,Week 3 (2025-08-26 to 2025-09-01),2025-08-26 00:00:00,2025-09-01 00:00:00,Higher plasma soluble TREM2 correlates with reduced cerebral tau accumulation in Alzheimer's disease.,"Guoyu Lan, Anqi Li, Fernando Gonzalez-Ortiz...","Loss-of-function mutation of triggering receptor expressed on myeloid cell 2 (TREM2) is associated with increased risks for Alzheimer's disease (AD). Recent animal studies reveal that the activation of peripheral TREM2 signaling may affect cerebral β-amyloid (Aβ) and tau aggregates. However, the underlying relationship between peripheral TREM2 and brain AD pathology has not yet been well-elucidated in the aging population. In this study, we collected 318 Chinese older adults with Aβ PET and plasma biomarker measures, including soluble TREM2 (sTREM2) and glial fibrillary acidic protein (GFAP), a proxy for astrocyte reactivity. Additionally, 129 participants underwent tau PET scans. We explored the association between plasma sTREM2, GFAP, and primary AD pathology. Plasma sTREM2 was negatively associated with reduced temporal tau PET burden in participants with abnormal Aβ and tau pathology. Higher plasma sTREM2 was related to the weaker association of Aβ pathology and plasma phosphorylated tau with tau PET increases. In contrast, elevated plasma GFAP was related to greater Aβ and tau PET burden along with stronger Aβ-related tau accumulation. Finally, higher plasma sTREM2 was linked to attenuated strength of the association between plasma GFAP and tau PET increases at both pre-defined regions of interest and voxel levels. Altogether, our findings suggest distinct relationships between plasma sTREM2 and GFAP with cerebral tau pathology, providing novel insights into the roles of peripheral TREM2 signaling and astrocytic reactivity in AD neuropathological development. This study has important implications, such as targeting the peripheral TREM2 signature, which may be a potential strategy for future AD therapies.",2025-09-01,PubMed,Molecular psychiatry,30,9,7.1,"Alzheimer's disease, PET, amyloid, tau, plasma, brain",https://pubmed.ncbi.nlm.nih.gov/40169800/,40169800,10.1038/s41380-025-02976-4
week_3,Week 3 (2025-08-26 to 2025-09-01),2025-08-26 00:00:00,2025-09-01 00:00:00,A modelling approach to derive population-specific cutoff for plasma p-Tau217.,Tau Ming Liew,"Plasma pTau-217 shows promise for detecting Alzheimer's disease, but needs population-specific cutoffs for effective use. Conventional cutoff determination relies on invasive or costly gold-standards, limiting scalability. This study evaluated Finite Mixture Modelling (FMM) for establishing cutoffs without gold-standards. FMM was applied to derive cutoffs for Lumipulse plasma p-Tau217 and p-Tau217/Aβ42 ratio among 1039 ADNI participants, with validation conducted in a subset with amyloid PET data (n = 711). Additionally, simulations were conducted to determine the minimum sample size for reliable FMM estimation. The results showed that FMM-derived cutoffs effectively classified participants into brain amyloid-negative, -positive, and -indeterminate groups, with an indeterminate proportion <20 %, negative and positive predictive values near or above 90 %, and with p-Tau217/Aβ42 outperforming p-Tau217. These FMM-derived cutoffs demonstrated test performance that surpassed several previously-established cutoffs, including the recent FDA-approved cutoff. At least 900 samples were needed for reliable cutoff estimation. In conclusion, this study demonstrated the effectiveness of a modelling approach for estimating plasma p-Tau217 cutoffs without reliance on gold-standards. This approach simplifies the determinating of population-specific cutoffs and facilitates adoption of plasma p-Tau217 in communities lacking access to gold-standards, including some LMICs.",2025-09-01,PubMed,The journal of prevention of Alzheimer's disease,12,8,6.9,"Alzheimer's disease, PET, amyloid, tau, plasma, brain",https://pubmed.ncbi.nlm.nih.gov/40610281/,40610281,10.1016/j.tjpad.2025.100264
week_3,Week 3 (2025-08-26 to 2025-09-01),2025-08-26 00:00:00,2025-09-01 00:00:00,"Birth weight, incident dementia risk, and PET amyloid burden: The ARIC study.","Olivia M Emanuel, Mark Lee, Pamela L Lutsey...","The relationships among birth weight (BW), incident dementia, and amyloid beta (Aβ) are unknown.",2025-09-01,PubMed,Alzheimer's & dementia : the journal of the Alzheimer's Association,21,9,6.8999999999999995,"PET, dementia, amyloid",https://pubmed.ncbi.nlm.nih.gov/40891256/,40891256,10.1002/alz.70609
week_3,Week 3 (2025-08-26 to 2025-09-01),2025-08-26 00:00:00,2025-09-01 00:00:00,CRISPR/Cas9-Engineered Triple-Fusion Reporter Gene Imaging System for Monitoring Transplanted Neural Progenitor Cells in Ischemic Stroke.,"Xiaoyi Li, Yan Zhong, Chentao Jin...","Background Neural progenitor cell therapy holds great potential for repairing brain damage induced by ischemic stroke, and molecular imaging plays a crucial role in evaluating the therapeutic efficacy of neural progenitor cell transplantation. However, the presence of the blood-brain barrier significantly limits the effectiveness of such imaging methods. Purpose To enable long-term monitoring of transplanted human neural progenitor cells (hNPCs) in a rat model of ischemic stroke by combining a clustered regularly interspaced short palindromic repeats/CRISPR-associated nuclease 9 (CRISPR/Cas9)-engineered triple-fusion (TF) reporter gene system with a noninvasive adenosine agonistic micelle (AM)-based probe delivery strategy. Materials and Methods Between January 2021 and May 2025, 60 male rats that were 2 months old were included. Thirty-seven rats with stroke were administered either TF human NPCs (hNPCs) or vehicle (culture media) and underwent MRI, bioluminescence imaging, PET/CT, and neurologic assessments at weeks 1, 2, 4, and 8 after transplantation. Comparisons between groups were determined by",2025-09-01,PubMed,Radiology,316,3,6.8,"PET, MRI, brain",https://pubmed.ncbi.nlm.nih.gov/40891977/,40891977,10.1148/radiol.250305
week_3,Week 3 (2025-08-26 to 2025-09-01),2025-08-26 00:00:00,2025-09-01 00:00:00,Evaluation of amyloid PET positivity using machine learning on,"Takahiro Yamada, Yuichi Kimura, Shogo Watanabe...","Since the approval of disease-modifying drugs for Alzheimer's disease, the demand for amyloid positron emission tomography (PET) scans, which are crucial for determining treatment eligibility, is expected to increase significantly. We thus investigated the ability of an algorithm to predict amyloid accumulation from",2025-09-01,PubMed,Japanese journal of radiology,43,9,6.699999999999999,"Alzheimer's disease, PET, amyloid",https://pubmed.ncbi.nlm.nih.gov/40314876/,40314876,10.1007/s11604-025-01789-3
week_3,Week 3 (2025-08-26 to 2025-09-01),2025-08-26 00:00:00,2025-09-01 00:00:00,BrainAGE latent representation clustering is associated with longitudinal disease progression in early-onset Alzheimer's disease.,"Dorian Manouvriez, Grégory Kuchcinski, Vincent Roca...","Early-onset Alzheimer's disease (EOAD) population is a clinically, genetically and pathologically heterogeneous condition. Identifying biomarkers related to disease progression is crucial for advancing clinical trials and improving therapeutic strategies. This study aims to differentiate EOAD patients with varying rates of progression using Brain Age Gap Estimation (BrainAGE)-based clustering algorithm applied to structural magnetic resonance images (MRI).",2025-09-01,PubMed,Journal of neuroradiology = Journal de neuroradiologie,52,5,6.699999999999999,"Alzheimer's disease, MRI, brain",https://pubmed.ncbi.nlm.nih.gov/40614437/,40614437,10.1016/j.neurad.2025.101365
week_3,Week 3 (2025-08-26 to 2025-09-01),2025-08-26 00:00:00,2025-09-01 00:00:00,Timing of Changes in Alzheimer's Disease Plasma Biomarkers as Assessed by Amyloid and Tau PET Clocks.,"Marta Milà-Alomà, Duygu Tosun, Suzanne E Schindler...","The objective of this study was to evaluate the timing of change of Alzheimer's disease (AD) plasma biomarkers (Aβ42/Aβ40, p-tau217, p-tau181, GFAP, and NfL) from six different assay platforms, alongside established AD biomarkers, using amyloid and tau positron emission tomography (PET)-based AD progression timelines.",2025-09-01,PubMed,Annals of neurology,98,3,6.5,"Alzheimer's disease, PET, amyloid, tau, plasma",https://pubmed.ncbi.nlm.nih.gov/40539416/,40539416,10.1002/ana.27285
week_3,Week 3 (2025-08-26 to 2025-09-01),2025-08-26 00:00:00,2025-09-01 00:00:00,Cognitive and spatial patterns of amyloid-β burden in Alzheimer's disease with epilepsy.,"Yilin Xia, Leihao Sha, Muchan Tao...","BackgroundThe risk of unprovoked seizures in patients with Alzheimer's disease (AD) is three-fold higher than the general population. However, no studies to date have reported on amyloid-β (Aβ) deposition in patients with Alzheimer's disease with epilepsy (ADEP).ObjectiveThe aim of this study was to collect clinical and positron emission tomography (PET)/magnetic resonance imaging (MRI) data from ADEP patients to compare and present the clinical characteristics and Aβ deposition patterns in this patient population.MethodsFifteen patients with ADEP, thirty-five patients with AD, twenty-three with late-onset epilepsy (LOEP), and twelve healthy controls were recruited. PET/MRI detected intracranial Aβ deposition, and differences in the brain regions distribution were compared between groups at the region of interest and voxel levels. Demographic data and medical history were further collected, while clinical and cognitive assessments were performed.ResultsIn ADEP patients, the first seizure occurred in the early stages of AD, with focal-onset motor seizures accompanied by impaired consciousness being the predominant seizure type. Diagnosis and initiation of antiseizure medication (ASMs) were significantly delayed compared to LOEP patients. Additionally, the ADEP group showed less Aβ deposition in the middle cingulate gyrus than the AD group and had higher Mini-Mental State Exam and Montreal Cognitive Assessment scores.ConclusionsThis study reveals the clinical features and brain imaging differences between AD patients with and without EP, preliminarily confirming that the spatial deposition pattern of Aβ may be related to epilepsy and ASMs.",2025-09-01,PubMed,Journal of Alzheimer's disease : JAD,107,1,6.4,"Alzheimer's disease, PET, MRI, amyloid, brain",https://pubmed.ncbi.nlm.nih.gov/40760854/,40760854,10.1177/13872877251360425
week_3,Week 3 (2025-08-26 to 2025-09-01),2025-08-26 00:00:00,2025-09-01 00:00:00,Plasma phosphorylated tau for Alzheimer's disease diagnosis.,"Ashvini Keshavan, Alicia Algeciras-Schimnich",,2025-09-01,PubMed,The Lancet. Neurology,24,9,6.4,"Alzheimer's disease, tau, plasma",https://pubmed.ncbi.nlm.nih.gov/40818464/,40818464,10.1016/S1474-4422(25)00274-1
week_3,Week 3 (2025-08-26 to 2025-09-01),2025-08-26 00:00:00,2025-09-01 00:00:00,Harmonizing genotype array data to understand genetic risk for brain amyloid burden in the AMYPAD PNHS Consortium.,"Emma S Luckett, Yasmina Abakkouy, Luigi Lorenzini...","We sought to harmonize genotype data from the predementia AMYPAD (Amyloid Imaging to Prevent Alzheimer's Disease) Consortium, compute polygenic risk scores (PRS), and determine their association with global amyloid deposition.",2025-09-01,PubMed,Alzheimer's & dementia : the journal of the Alzheimer's Association,21,9,6.199999999999999,"Alzheimer's disease, amyloid, brain",https://pubmed.ncbi.nlm.nih.gov/40947441/,40947441,10.1002/alz.70376
week_4,Week 4 (2025-08-19 to 2025-08-25),2025-08-19 00:00:00,2025-08-25 00:00:00,Associations Between Hippocampal Transverse Relaxation Time and Amyloid PET in Cognitively Normal Aging Adults.,"Yu Veronica Sui, Arjun V Masurkar, Timothy M Shepherd...","Identifying early neuropathological changes in Alzheimer's disease (AD) is important for improving treatment efficacy. Among quantitative MRI measures, transverse relaxation time (T2) has been shown to reflect tissue microstructure relevant in aging and neurodegeneration; however, findings regarding T2 changes in both normal aging and AD have been inconsistent. The association between T2 and amyloid-beta (Aβ) accumulation, a hallmark of AD pathology, is also unclear, particularly in cognitively normal individuals who may be in preclinical stages of the disease.",2025-08-22,PubMed,Journal of magnetic resonance imaging : JMRI,,,9.100000000000001,"Alzheimer's disease, PET, MRI, amyloid",https://pubmed.ncbi.nlm.nih.gov/40844208/,40844208,10.1002/jmri.70097
week_4,Week 4 (2025-08-19 to 2025-08-25),2025-08-19 00:00:00,2025-08-25 00:00:00,"Mapping Alzheimer's disease pathology using free water through integrated analysis of plasma biomarkers, microstructural DTI metrics, and macrostructural MRI measures.","Bo-Hyun Kim, Daeun Shin, Sung Hoon Kang...","Alzheimer's disease (AD) is characterized by amyloid-beta (Aβ) and tau pathologies that drive neuroinflammation and neurodegeneration. Free water (FW), a diffusion tensor imaging (DTI) metric reflecting extracellular fluid changes, has emerged as a sensitive marker of neuroinflammation. This study examined the role of FW in AD and its associations with plasma biomarkers, brain structural measures, and cognitive decline. We analyzed 968 participants across the AD continuum from Samsung Medical Center. Plasma biomarkers were measured using Single Molecule Array technology. DTI metrics (FW, fractional anisotropy (FA), and mean diffusivity (MD)) and structural MRI-derived hippocampal volume and cortical thickness were assessed. Plasma phosphorylated tau 217 (pTau217) significantly correlated with FW in both white matter (WM) and gray matter (GM), but not with FA or MD. All DTI metrics were associated with reduced hippocampal volume and lower cortical thickness. Mediation analyses revealed that FW in WM and GM had both direct and indirect associations with cognitive decline, while FA and MD were indirectly linked to cognitive outcomes through structural measures. These findings support FW as a sensitive marker of neuroinflammation, linking microstructural changes to macrostructural changes and cognitive outcomes. Integrating plasma biomarkers, DTI, and MRI may improve understanding of AD pathophysiology and support the development of targeted diagnostic and therapeutic approaches.",2025-08-21,PubMed,Scientific reports,15,1,7.1,"Alzheimer's disease, MRI, amyloid, tau, plasma, brain",https://pubmed.ncbi.nlm.nih.gov/40841382/,40841382,10.1038/s41598-025-14200-y
week_4,Week 4 (2025-08-19 to 2025-08-25),2025-08-19 00:00:00,2025-08-25 00:00:00,"Concurrent Changes in Plasma Phosphorylated Tau 217, Tau PET, and Cognition in Preclinical Alzheimer Disease.","Philip S Insel, Niklas Mattsson-Carlgren, Oliver Langford...",Developing disease-modifying treatments is a priority for Alzheimer disease research.,2025-08-25,PubMed,JAMA neurology,,,6.8999999999999995,"PET, tau, plasma",https://pubmed.ncbi.nlm.nih.gov/40853684/,40853684,10.1001/jamaneurol.2025.2974
week_4,Week 4 (2025-08-19 to 2025-08-25),2025-08-19 00:00:00,2025-08-25 00:00:00,Integrating MRI Volume and Plasma p-Tau217 for Amyloid Risk Stratification in Early-Stage Alzheimer Disease.,"Sohyun Yim, Seongbeom Park, Kyoungyoon Lim...","Identifying β-amyloid (Aβ) positivity is crucial for selecting candidates for Aβ-targeted therapies in early-stage Alzheimer disease (AD). While Aβ PET is accurate, its high cost limits routine use. Plasma p-tau217 testing offers a less invasive option but also incurs additional costs. Structural brain MRI, routinely used in cognitive assessments, can identify features predictive of Aβ positivity without extra expense. We evaluated a 2-stage workflow integrating MRI-based features and plasma p-tau217 to efficiently predict Aβ PET positivity in early-stage AD.",2025-09-23,PubMed,Neurology,105,6,6.6,"PET, MRI, amyloid, plasma, brain",https://pubmed.ncbi.nlm.nih.gov/40829110/,40829110,10.1212/WNL.0000000000213954
